,acousticness,added_date,danceability,duration,energy,featured,followers,instrumentalness,key,liveness,loudness,mean_popularity,mode,names,num_markets,playlist_id,tempo,time_signature,total_tracks,valence
0,0.25238748979591824,2016-12-09T10:28:03Z,0.5517142857142857,249831.1224489796,0.6624591836734695,False,899,0.012303157346938777,5.530612244897959,0.19153877551020412,-6.329326530612246,53.89795918367347,0.673469387755102,Move On & Don´t Look Back,56.59183673469388,6LGtVEEcQINthOb7u6GIf4,116.89312244897957,3.8979591836734695,49,0.44123265306122456
1,0.19893410843373482,2016-08-10T08:29:33Z,0.5945060240963858,228684.1686746988,0.6740385542168678,False,7856,0.07284912168674697,4.951807228915663,0.166877108433735,-7.8408915662650625,29.674698795180724,0.7228915662650602,Musikpolisen,37.68674698795181,52KI0eGzoFjtgA3Z3pBWA1,120.40202409638553,3.963855421686747,83,0.6157361445783133
2,0.18878541,2017-01-06T06:21:13Z,0.64323,213474.33,0.6852549999999998,False,79961,0.015861721100000004,5.66,0.156726,-6.016049999999999,59.36,0.57,Music for a Workday,47.55,2T3YRE7LtHBPwAV8JMNBPF,114.33172,4.0,138,0.48095
3,0.09616180000000003,2017-02-04T21:40:21Z,0.6836600000000002,213280.02,0.7920800000000001,False,17245,0.0078085729,5.31,0.18428899999999998,-4.962610000000001,67.78,0.56,Fest!,44.94,6pDIrs2jZkd1wuL9cTHxu0,120.46361000000003,3.99,135,0.5725999999999999
4,0.11051595869565221,2017-02-07T10:19:42Z,0.6990652173913046,213629.9347826087,0.7814565217391302,False,87715,0.06817784869565217,4.934782608695652,0.1941021739130435,-4.915782608695653,64.69565217391305,0.5434782608695652,Pepplåtar till träningspasset,45.97826086956522,1j96MGp5j4jRsgZp4vMxQG,120.63506521739126,4.0,46,0.5508913043478261
5,0.9291,2016-12-09T13:00:56Z,0.22243249999999998,361813.125,0.059178750000000016,False,345544,0.6619195000000001,4.7,0.10968000000000003,-25.72445,45.375,0.65,Perfect Concentration,54.375,1oXl0OHlE1mPDChMa8Y0Ax,83.31977500000002,3.575,40,0.09119500000000001
6,0.1308929166666667,2017-03-02T12:20:39Z,0.6418500000000001,205729.61666666667,0.7022666666666666,False,527653,0.00016776,5.416666666666667,0.16536333333333325,-5.537466666666666,73.21666666666667,0.5,Pop Right Now!,46.15,3hojaDtnWmBFMGvnMu5Lqj,116.54203333333335,3.9833333333333334,60,0.4579166666666666
7,0.1098334150943396,2017-03-02T12:36:28Z,0.7064528301886794,223239.05660377358,0.7470566037735851,False,170263,0.07583588056603775,6.113207547169812,0.16779811320754714,-5.520283018867925,55.56603773584906,0.5660377358490566,Power Walk,46.43396226415094,1Gmt8tPWrRNyNjwCDsuEtk,119.8249811320755,3.981132075471698,53,0.5639622641509433
8,0.26454507499999996,2016-12-09T14:28:21Z,0.39100000000000007,265314.025,0.5731975,False,230130,0.12430124199999999,4.65,0.229655,-10.74345,33.875,0.775,Psychedelic Rock,37.4,7jvChGeAMAHMt8QntAEexF,125.98009999999996,3.95,40,0.48241249999999997
9,0.053328658333333334,2016-12-09T14:58:03Z,0.45560000000000017,255623.16666666666,0.83645,False,432974,0.040480438500000014,5.483333333333333,0.20587499999999997,-6.542016666666665,49.833333333333336,0.6833333333333333,Pure Rock & Roll,46.35,2YbfuxUyuOhtb5z7J1H3ak,128.36375,3.95,60,0.5470166666666666
