"","X","acousticness","artists","danceability","duration","energy","id","instrumentalness","key","liveness","loudness","mode","names","popularity","preview_url","speechiness","tempo","time_signature","valence","cluster","pc1","pc2","membership.1","membership.2","membership.3","membership.4","membership.5","membership.6","membership.7"
"1811",1810,0.243,"Nick Jonas",0.673,234213,0.624,"2wJhFcye5iiW2mVBpGednz",0,6,0.145,-5.415,0,"Close",71,"https://p.scdn.co/mp3-preview/6c2388eb183d81e571e9b92fa6179cba9182751b?cid=4a1a457d14c0445a96e7021a5523905b",0.0708,124.043,4,0.388,2,1.31078229742566,-0.603305227430785,0.00302197626027951,0.198947136881992,0.198947132742684,0.19894713224668,0.00224235236754399,0.198947136870733,0.198947132630087
"1812",1811,0.759,"martin jarvis",0.62,469960,0.22,"2WKbVoGhBMe5pISNSDvIyk",0,9,0.363,-26.078,0,"Oliver Twist: Chapter 3, Test Of Character",8,"https://p.scdn.co/mp3-preview/2d6419f063f8b46b594c71d394ec2d600836057c?cid=4a1a457d14c0445a96e7021a5523905b",0.936,78.431,4,0.293,5,-3.17073444673231,3.67654818755581,0.00681584748870508,0.00470721331162636,0.00470721334645459,0.0047072133489315,0.969648085847037,0.00470721331172485,0.00470721334552107
"1813",1812,0.803,"Chuck Berry",0.612,146933,0.825,"2WkvmkwXvtRJWUGs4Drycw",0.000935,8,0.0611,-5.494,1,"Back In The U.S.A. - Single Version",40,"https://p.scdn.co/mp3-preview/4720408b4743ffd111d2d5995491264291f87079?cid=4a1a457d14c0445a96e7021a5523905b",0.0762,170.614,4,0.964,2,1.45657408203335,0.227296081579591,0.0112328090009556,0.194982182378832,0.194982180600146,0.194982180391806,0.0138562846972682,0.194982182373931,0.194982180557061
"1814",1813,0.458,"Phil Collins",0.355,304067,0.448,"2Wl3rABbAd3Hl3zNFM6hQ7",0.794,5,0.779,-10.929,0,"Against All Odds",33,"https://p.scdn.co/mp3-preview/91527fd042981a78f1a922f5b6b4d06f7e930702?cid=4a1a457d14c0445a96e7021a5523905b",0.0388,99.147,4,0.237,1,-1.30602593214069,-0.839348758180342,0.179771611167371,0.155203943672892,0.155203945298525,0.155203945411281,0.0442086655208173,0.155203943677489,0.155203945251624
"1815",1814,0.0942,"Of Water",0.283,184448,0.415,"2WltUi1jhpoiksDrlJUBlr",0.905,4,0.154,-7.382,1,"Any Given Place",59,"https://p.scdn.co/mp3-preview/e0526319d0395b1611c4de26e3aa6180ef84cc5d?cid=4a1a457d14c0445a96e7021a5523905b",0.0298,141.241,4,0.0523,4,-0.673586782010923,-3.01710935991031,0.149080802152155,0.16687412333526,0.16687412475304,0.166874124820216,0.0165485769224928,0.166874123339305,0.166874124677531
"1816",1815,0.158,"Talking Heads",0.645,260133,0.916,"2WM63pILSg6VzgCnu0OU6K",0.128,2,0.601,-6.277,1,"Once In A Lifetime - Remastered",43,"https://p.scdn.co/mp3-preview/cb00c5381748c149c93ddddc1461591f99512d80?cid=4a1a457d14c0445a96e7021a5523905b",0.0576,117.466,4,0.868,2,2.07286788414376,0.576217783922261,0.00532936498058256,0.19743044444552,0.197430439840394,0.197430439415638,0.00751842702896198,0.197430444432687,0.197430439856216
"1817",1816,0.86,"Ludwig van Beethoven",0.171,537750,0.152,"2WmsBHHS3PoAxrlGmVpzAH",0.874,5,0.106,-18.332,0,"Overture ""Coriolan"", Op.62",30,"https://p.scdn.co/mp3-preview/8f0669641a724bb9dc4c22c824177db4bc2bd54f?cid=4a1a457d14c0445a96e7021a5523905b",0.0383,75.359,4,0.136,1,-3.6544826974393,-1.70506584397207,0.959670220519776,0.00714596780484476,0.00714596790472503,0.00714596791190295,0.00459994015149147,0.00714596780512811,0.00714596790213182
"1818",1817,0.787,"The Clancy Brothers",0.675,151493,0.352,"2WMVi5CxPK6I2Dk3DNHvv6",3.98e-05,4,0.118,-16.879,0,"As I Roved Out",0,"https://p.scdn.co/mp3-preview/dbac3878f3316d6315490ff3aceed1bc45614aa4?cid=4a1a457d14c0445a96e7021a5523905b",0.0388,122.637,4,0.921,3,-0.810864415924449,1.47301405309908,0.0520709536848779,0.172060484191833,0.172060484214396,0.172060484190621,0.0876266253404585,0.172060484191964,0.17206048418585
"1819",1818,0.946,"John Lydon",0.538,293053,0.303,"2wn6fYeNFae76QbTRUKGAh",2.52e-06,1,0.273,-20.853,1,"Anger Is An Energy",1,"https://p.scdn.co/mp3-preview/28bd25c53eb04e4507f7078fdeae7b2ccf509ce7?cid=4a1a457d14c0445a96e7021a5523905b",0.741,90.264,4,0.567,5,-2.55081876241082,2.98436436051592,0.0205377956656258,0.0174720340346358,0.0174720341311576,0.0174720341377716,0.892102033867593,0.0174720340349074,0.0174720341283087
"1820",1819,0.35,"Adam Vida",0.774,216294,0.851,"2WNIMDdZycVpEUckIJ9IIs",0,3,0.0957,-3.634,0,"I'm Juiced",56,"https://p.scdn.co/mp3-preview/203d2fbc7c5368b9a4f985b11e04bdfa91b08ac5?cid=4a1a457d14c0445a96e7021a5523905b",0.228,90.119,4,0.677,2,1.69859843695322,0.80124619756651,0.00333967354283984,0.198188910328453,0.198188903478591,0.198188902825561,0.00571579603636561,0.198188910309372,0.198188903478816
"1821",1820,0.1,"Paula Cole",0.687,266320,0.659,"2wnqgQ1gEDeD9QW6i6EqLV",7.69e-06,2,0.343,-7.184,1,"Where Have All the Cowboys Gone?",35,"https://p.scdn.co/mp3-preview/4e37e0926cd3ca6b0f2a55c91100eb19a769069d?cid=4a1a457d14c0445a96e7021a5523905b",0.0421,129.004,4,0.731,2,1.55010155893762,0.416779185572206,0.00174042651128973,0.19916663368362,0.199166626149551,0.199166625424628,0.00242642842606561,0.199166633662717,0.199166626142128
"1822",1821,0.256,"Hidden Orchestra",0.432,365973,0.562,"2WNuC3r3wnjDYWOifLfe5a",0.915,7,0.0899,-11.539,0,"Antiphon",43,"https://p.scdn.co/mp3-preview/aef13b81d660704c36b08be63aaa3ce2e7ff3ccd?cid=4a1a457d14c0445a96e7021a5523905b",0.031,79.994,4,0.117,1,-1.24478248940288,-1.69859388747783,0.23655000873603,0.148575142874081,0.148575144184995,0.148575144248604,0.0205742729615413,0.148575142877886,0.148575144116862
